Date,ManU_stock,Lindsell_stock,Position,Points,Cumulative_points,Unexpected_points,Interest
2022-03-18,13.140000343322754,1205.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-21,13.710000038146973,1215.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-22,13.8100004196167,1190.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-23,13.829999923706056,1180.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-24,13.829999923706056,1135.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-25,14.229999542236328,1150.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-28,14.649999618530272,1165.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-29,14.630000114440918,1167.5,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-30,14.510000228881836,1147.5,4.0,3.0,50.0,1.494514542581837,56.0
2022-03-31,14.470000267028809,1105.0,4.0,3.0,50.0,1.494514542581837,56.0
2022-04-01,14.699999809265137,1117.5,4.0,3.0,50.0,1.494514542581837,56.0
2022-04-04,14.59000015258789,1135.0,6.0,1.0,51.0,-1.0773698670551144,54.0
2022-04-05,14.40999984741211,1125.0,6.0,1.0,51.0,-1.0773698670551144,54.0
2022-04-06,14.489999771118164,1177.5,6.0,1.0,51.0,-1.0773698670551144,54.0
2022-04-07,14.6899995803833,1167.5,6.0,1.0,51.0,-1.0773698670551144,54.0
2022-04-08,14.720000267028809,1237.5,6.0,1.0,51.0,-1.0773698670551144,54.0
2022-04-11,14.15999984741211,1220.0,7.0,0.0,51.0,-1.779196448048865,54.0
2022-04-12,13.949999809265137,1217.5,7.0,0.0,51.0,-1.779196448048865,54.0
2022-04-13,14.039999961853027,1232.5,7.0,0.0,51.0,-1.779196448048865,54.0
2022-04-14,13.899999618530272,1232.5,7.0,0.0,51.0,-1.779196448048865,54.0
2022-04-18,13.989999771118164,1232.5,5.0,3.0,54.0,0.5966725844471226,54.0
2022-04-19,13.9399995803833,1220.0,6.0,0.0,54.0,-0.4863847219712031,54.0
2022-04-20,14.06999969482422,1200.0,6.0,0.0,54.0,-0.4863847219712031,54.0
2022-04-21,13.800000190734863,1220.0,6.0,0.0,54.0,-0.4863847219712031,54.0
2022-04-22,13.420000076293944,1212.5,6.0,0.0,54.0,-0.4863847219712031,54.0
2022-04-25,13.760000228881836,1207.5,6.0,0.0,54.0,-1.0467810539480102,54.0
2022-04-26,13.34000015258789,1200.0,6.0,0.0,54.0,-1.0467810539480102,54.0
2022-04-27,13.359999656677246,1185.0,6.0,0.0,54.0,-1.0467810539480102,54.0
2022-04-28,13.4399995803833,1202.5,6.0,1.0,55.0,-0.084095372853794,54.0
2022-04-29,13.539999961853027,1217.5,6.0,1.0,55.0,-0.084095372853794,54.0
2022-05-02,13.970000267028809,1217.5,6.0,3.0,58.0,1.126760563380282,37.0
2022-05-03,14.18000030517578,1205.0,6.0,3.0,58.0,1.126760563380282,37.0
2022-05-04,14.210000038146973,1172.5,6.0,3.0,58.0,1.126760563380282,37.0
2022-05-05,14.130000114440918,1172.5,6.0,3.0,58.0,1.126760563380282,37.0
2022-05-06,13.81999969482422,1130.0,6.0,3.0,58.0,1.126760563380282,37.0
2022-05-09,13.18000030517578,1132.5,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-10,13.380000114440918,1115.0,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-11,13.119999885559082,1107.5,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-12,13.119999885559082,1075.0,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-13,13.25,1095.0,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-16,13.029999732971191,1075.0,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-17,13.279999732971191,1072.5,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-18,13.0,1095.0,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-19,13.0600004196167,1047.5,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-20,13.0600004196167,1042.5,6.0,0.0,58.0,-1.4253842340109073,37.0
2022-05-23,12.960000038146973,1037.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-05-24,12.5600004196167,1042.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-05-25,13.010000228881836,1062.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-05-26,12.520000457763672,1060.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-05-27,12.609999656677246,1067.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-05-31,12.760000228881836,1045.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-01,12.5600004196167,1085.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-02,12.579999923706056,1085.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-03,12.229999542236328,1085.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-06,12.34000015258789,1097.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-07,12.359999656677246,1100.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-08,12.4399995803833,1120.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-09,12.06999969482422,1080.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-10,11.56999969482422,1090.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-13,11.06999969482422,1072.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-14,10.81999969482422,1122.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-15,10.970000267028809,1062.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-16,10.739999771118164,1030.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-17,11.449999809265137,1082.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-21,11.609999656677246,1045.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-22,11.5,1020.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-23,11.4399995803833,1042.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-24,11.56999969482422,1092.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-27,11.380000114440918,1082.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-28,11.359999656677246,1052.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-29,11.270000457763672,1052.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-06-30,11.119999885559082,1040.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-01,11.0,1020.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-05,11.0600004196167,980.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-06,10.800000190734863,999.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-07,10.850000381469728,1017.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-08,10.729999542236328,1090.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-11,10.510000228881836,1112.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-12,10.68000030517578,1077.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-13,10.630000114440918,1057.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-14,10.779999732971191,1082.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-15,11.020000457763672,1065.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-18,11.020000457763672,1082.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-19,11.15999984741211,1070.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-20,11.149999618530272,1080.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-21,11.289999961853027,1095.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-22,11.140000343322754,1117.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-25,11.260000228881836,1110.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-26,11.020000457763672,1117.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-27,11.270000457763672,1122.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-28,11.149999618530272,1142.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-07-29,11.140000343322754,1165.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-08-01,11.18000030517578,1180.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-08-02,11.18000030517578,1205.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-08-03,11.420000076293944,1250.0,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-08-04,11.649999618530272,1242.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-08-05,11.510000228881836,1212.5,6.0,0.0,58.0,-1.4090729783037477,37.0
2022-08-08,11.550000190734863,1225.0,13.0,0.0,0.0,-1.8726717828676405,93.0
2022-08-09,11.390000343322754,1282.5,13.0,0.0,0.0,-1.8726717828676405,93.0
2022-08-10,12.75,1282.5,13.0,0.0,0.0,-1.8726717828676405,93.0
2022-08-11,12.279999732971191,1242.5,13.0,0.0,0.0,-1.8726717828676405,93.0
2022-08-12,12.81999969482422,1210.0,13.0,0.0,0.0,-1.8726717828676405,93.0
2022-08-15,12.770000457763672,1225.0,20.0,0.0,0.0,-1.8895495969712832,93.0
2022-08-16,12.779999732971191,1210.0,20.0,0.0,0.0,-1.8895495969712832,93.0
2022-08-17,13.670000076293944,1177.5,20.0,0.0,0.0,-1.8895495969712832,93.0
2022-08-18,13.899999618530272,1145.0,20.0,0.0,0.0,-1.8895495969712832,93.0
2022-08-19,13.68000030517578,1140.0,20.0,0.0,0.0,-1.8895495969712832,93.0
2022-08-22,13.260000228881836,1112.5,14.0,3.0,3.0,2.1541940789473686,93.0
2022-08-23,13.40999984741211,1050.0,14.0,3.0,3.0,2.1541940789473686,93.0
2022-08-24,13.420000076293944,1080.0,14.0,3.0,3.0,2.1541940789473686,93.0
2022-08-25,13.56999969482422,1092.5,14.0,3.0,3.0,2.1541940789473686,93.0
2022-08-26,13.140000343322754,1092.5,14.0,3.0,3.0,2.1541940789473686,93.0
2022-08-29,13.06999969482422,1092.5,7.0,3.0,6.0,1.2994171887334354,93.0
2022-08-30,13.25,1092.5,7.0,3.0,6.0,1.2994171887334354,93.0
2022-08-31,13.4399995803833,1092.5,7.0,3.0,6.0,1.2994171887334354,93.0
2022-09-01,13.399999618530272,1060.0,5.0,3.0,9.0,1.4365159612884586,69.0
2022-09-02,13.470000267028809,1024.0,5.0,3.0,9.0,1.4365159612884586,69.0
2022-09-06,14.449999809265137,995.5,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-07,14.5600004196167,1010.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-08,14.390000343322754,992.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-09,14.43000030517578,1075.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-12,15.15999984741211,1055.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-13,14.510000228881836,1010.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-14,14.68000030517578,1004.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-15,14.479999542236328,995.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-16,14.149999618530272,1005.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-19,14.119999885559082,1005.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-20,13.90999984741211,1000.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-21,13.479999542236328,991.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-22,13.630000114440918,986.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-23,13.06999969482422,975.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-26,12.920000076293944,976.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-27,12.800000190734863,980.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-28,12.699999809265137,980.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-29,12.859999656677246,984.5,5.0,3.0,12.0,1.641501250287585,69.0
2022-09-30,13.270000457763672,991.0,5.0,3.0,12.0,1.641501250287585,69.0
2022-10-03,13.399999618530272,978.0,6.0,0.0,12.0,-0.6097915041100364,89.0
2022-10-04,13.710000038146973,997.0,6.0,0.0,12.0,-0.6097915041100364,89.0
2022-10-05,13.699999809265137,974.0,6.0,0.0,12.0,-0.6097915041100364,89.0
2022-10-06,13.59000015258789,994.0,6.0,0.0,12.0,-0.6097915041100364,89.0
2022-10-07,13.640000343322754,986.0,6.0,0.0,12.0,-0.6097915041100364,89.0
2022-10-10,13.350000381469728,995.5,5.0,3.0,15.0,1.333159430572801,89.0
2022-10-11,13.270000457763672,992.0,5.0,3.0,15.0,1.333159430572801,89.0
2022-10-12,12.920000076293944,996.0,5.0,3.0,15.0,1.333159430572801,89.0
2022-10-13,12.920000076293944,972.0,5.0,3.0,15.0,1.333159430572801,89.0
2022-10-14,12.949999809265137,960.0,5.0,3.0,15.0,1.333159430572801,89.0
2022-10-17,13.050000190734863,974.0,5.0,1.0,16.0,-0.6770672546857774,89.0
2022-10-18,12.890000343322754,980.0,5.0,1.0,16.0,-0.6770672546857774,89.0
2022-10-19,12.670000076293944,988.0,5.0,3.0,19.0,1.5150471794680909,89.0
2022-10-20,12.609999656677246,1001.0,5.0,3.0,19.0,1.5150471794680909,89.0
2022-10-21,12.600000381469728,996.0,5.0,3.0,19.0,1.5150471794680909,89.0
2022-10-24,12.350000381469728,1004.5,5.0,1.0,20.0,-0.0906553887867425,89.0
2022-10-25,12.630000114440918,1010.0,5.0,1.0,20.0,-0.0906553887867425,89.0
2022-10-26,13.1899995803833,990.0,5.0,1.0,20.0,-0.0906553887867425,89.0
2022-10-27,13.31999969482422,1002.0,5.0,1.0,20.0,-0.0906553887867425,89.0
2022-10-28,13.0600004196167,979.0,5.0,1.0,20.0,-0.0906553887867425,89.0
2022-10-31,13.0600004196167,989.0,5.0,3.0,23.0,1.0628923141786473,89.0
2022-11-01,13.109999656677246,985.5,5.0,3.0,23.0,1.0628923141786473,89.0
2022-11-02,12.869999885559082,997.5,5.0,3.0,23.0,1.0628923141786473,89.0
2022-11-03,12.5600004196167,992.0,5.0,3.0,23.0,1.0628923141786473,89.0
2022-11-04,12.93000030517578,1012.5,5.0,3.0,23.0,1.0628923141786473,89.0
2022-11-07,13.380000114440918,1022.5,5.0,0.0,23.0,-1.528643415992574,56.0
2022-11-08,13.149999618530272,1015.0,5.0,0.0,23.0,-1.528643415992574,56.0
2022-11-09,13.0,1025.0,5.0,0.0,23.0,-1.528643415992574,56.0
2022-11-10,13.140000343322754,1060.0,5.0,0.0,23.0,-1.528643415992574,56.0
2022-11-11,13.289999961853027,1035.0,5.0,0.0,23.0,-1.528643415992574,56.0
2022-11-14,13.199999809265137,1030.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-15,12.970000267028809,1042.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-16,12.800000190734863,1022.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-17,12.84000015258789,1045.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-18,13.130000114440918,1047.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-21,13.029999732971191,1045.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-22,14.9399995803833,1060.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-23,18.799999237060547,1045.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-25,21.209999084472656,1047.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-28,21.25,1047.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-29,22.18000030517578,1042.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-11-30,22.100000381469727,1050.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-01,22.559999465942383,1042.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-02,22.729999542236328,1052.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-05,22.36000061035156,1015.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-06,22.209999084472656,1010.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-07,22.1299991607666,992.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-08,21.850000381469727,1012.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-09,20.350000381469727,1007.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-12,20.559999465942383,982.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-13,20.68000030517578,995.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-14,21.59000015258789,1003.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-15,21.6200008392334,1002.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-16,21.850000381469727,1025.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-19,21.270000457763672,1025.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-20,21.899999618530277,1012.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-21,22.76000022888184,1042.5,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-22,22.440000534057617,1070.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-23,22.479999542236328,1070.0,5.0,3.0,26.0,1.1834002677376172,56.0
2022-12-27,23.1200008392334,1070.0,5.0,3.0,29.0,0.6723708068902989,32.0
2022-12-28,22.450000762939453,1057.5,5.0,3.0,29.0,0.6723708068902989,32.0
2022-12-29,23.09000015258789,1057.5,5.0,3.0,29.0,0.6723708068902989,32.0
2022-12-30,23.32999992370605,1057.5,5.0,3.0,29.0,0.6723708068902989,32.0
2023-01-03,22.76000022888184,1082.5,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-04,23.299999237060547,1085.0,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-05,22.8700008392334,1062.5,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-06,23.31999969482422,1040.0,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-09,23.11000061035156,1037.5,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-10,22.82999992370605,1045.0,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-11,22.88999938964844,1055.0,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-12,22.770000457763672,1047.5,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-13,22.96999931335449,1072.5,4.0,3.0,35.0,0.575652419088104,74.0
2023-01-17,22.81999969482422,1057.5,3.0,3.0,38.0,2.044576413188113,74.0
2023-01-18,22.940000534057617,1055.0,3.0,1.0,39.0,-0.9674127891447196,74.0
2023-01-19,23.0,1052.5,3.0,1.0,39.0,-0.9674127891447196,74.0
2023-01-20,23.350000381469727,1052.5,3.0,1.0,39.0,-0.9674127891447196,74.0
2023-01-23,22.90999984741211,1035.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-01-24,22.649999618530277,1025.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-01-25,23.3700008392334,1002.5,4.0,0.0,39.0,-0.925028835063437,74.0
2023-01-26,22.6299991607666,1027.5,4.0,0.0,39.0,-0.925028835063437,74.0
2023-01-27,22.780000686645508,1035.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-01-30,22.559999465942383,1030.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-01-31,22.549999237060547,1010.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-02-01,22.489999771118164,1003.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-02-02,22.3799991607666,1040.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-02-03,21.86000061035156,1035.0,4.0,0.0,39.0,-0.925028835063437,74.0
2023-02-06,21.450000762939453,1032.5,3.0,3.0,42.0,0.7026572698309499,100.0
2023-02-07,21.1200008392334,1027.5,3.0,3.0,42.0,0.7026572698309499,100.0
2023-02-08,23.34000015258789,1035.0,3.0,1.0,43.0,-1.088549212074624,100.0
2023-02-09,25.38999938964844,1035.0,3.0,1.0,43.0,-1.088549212074624,100.0
2023-02-10,23.540000915527344,1032.5,3.0,1.0,43.0,-1.088549212074624,100.0
2023-02-13,23.600000381469727,1030.0,3.0,3.0,46.0,1.2698374760994264,100.0
2023-02-14,23.86000061035156,1030.0,3.0,3.0,46.0,1.2698374760994264,100.0
2023-02-15,24.459999084472656,1030.0,3.0,3.0,46.0,1.2698374760994264,100.0
2023-02-16,26.84000015258789,1035.0,3.0,3.0,46.0,1.2698374760994264,100.0
2023-02-17,26.32999992370605,1035.0,3.0,3.0,46.0,1.2698374760994264,100.0
2023-02-21,22.989999771118164,1035.0,3.0,3.0,49.0,0.930230504078042,100.0
2023-02-22,22.559999465942383,1032.5,3.0,3.0,49.0,0.930230504078042,100.0
2023-02-23,22.86000061035156,1030.0,3.0,3.0,49.0,0.930230504078042,100.0
2023-02-24,22.88999938964844,1040.0,3.0,3.0,49.0,0.930230504078042,100.0
2023-02-27,20.780000686645508,1047.5,3.0,3.0,49.0,0.930230504078042,100.0
2023-02-28,20.75,1025.0,3.0,3.0,49.0,0.930230504078042,100.0
2023-03-01,20.450000762939453,1025.0,3.0,3.0,49.0,0.930230504078042,100.0
2023-03-02,21.1299991607666,1014.0,3.0,3.0,49.0,0.930230504078042,100.0
2023-03-03,21.34000015258789,1025.0,3.0,3.0,49.0,0.930230504078042,100.0
2023-03-06,21.93000030517578,1025.0,3.0,0.0,49.0,-1.256379465625938,71.0
2023-03-07,21.479999542236328,1042.5,3.0,0.0,49.0,-1.256379465625938,71.0
2023-03-08,21.780000686645508,1037.5,3.0,0.0,49.0,-1.256379465625938,71.0
2023-03-09,20.88999938964844,1042.5,3.0,0.0,49.0,-1.256379465625938,71.0
2023-03-10,20.09000015258789,1020.0,3.0,0.0,49.0,-1.256379465625938,71.0
2023-03-13,20.5,1022.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-14,20.57999992370605,1032.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-15,21.09000015258789,1007.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-16,21.729999542236328,1011.0,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-17,22.13999938964844,1030.0,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-20,23.559999465942383,1035.0,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-21,24.020000457763672,1047.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-22,25.6200008392334,1052.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-23,23.76000022888184,1030.0,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-24,23.920000076293945,1020.0,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-27,22.280000686645508,1017.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-28,22.46999931335449,1035.0,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-29,22.399999618530277,1057.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-30,22.84000015258789,1060.0,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-03-31,22.149999618530277,1052.5,3.0,1.0,50.0,-1.4206098038597803,71.0
2023-04-03,21.5,1040.0,4.0,0.0,50.0,-1.1955826134126988,68.0
2023-04-04,21.850000381469727,1040.0,4.0,0.0,50.0,-1.1955826134126988,68.0
2023-04-05,21.459999084472656,1035.0,4.0,3.0,53.0,0.9911043615782846,68.0
2023-04-06,21.690000534057617,1047.5,4.0,3.0,53.0,0.9911043615782846,68.0
2023-04-10,21.31999969482422,1047.5,4.0,3.0,56.0,0.9515640766902118,68.0
2023-04-11,22.690000534057617,1070.0,4.0,3.0,56.0,0.9515640766902118,68.0
2023-04-12,23.38999938964844,1032.5,4.0,3.0,56.0,0.9515640766902118,68.0
2023-04-13,23.1299991607666,1013.0,4.0,3.0,56.0,0.9515640766902118,68.0
2023-04-14,22.020000457763672,1032.5,4.0,3.0,56.0,0.9515640766902118,68.0
2023-04-17,19.68000030517578,1040.0,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-18,20.56999969482422,1035.0,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-19,20.450000762939453,1030.0,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-20,20.780000686645508,1042.5,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-21,21.01000022888184,1030.0,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-24,21.530000686645508,1025.0,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-25,21.0,1040.0,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-26,20.56999969482422,1047.5,3.0,3.0,59.0,1.0458415049687193,68.0
2023-04-27,20.600000381469727,1050.0,4.0,1.0,60.0,-0.5045728226078321,68.0
2023-04-28,20.049999237060547,1040.0,4.0,1.0,60.0,-0.5045728226078321,68.0
2023-05-01,19.13999938964844,1040.0,4.0,3.0,63.0,1.099770774965848,68.0
2023-05-02,19.170000076293945,1035.0,4.0,3.0,63.0,1.099770774965848,68.0
2023-05-03,20.1299991607666,1032.5,4.0,3.0,63.0,1.099770774965848,68.0
2023-05-04,19.34000015258789,1037.5,4.0,0.0,63.0,-1.1493808049535603,56.0
2023-05-05,19.06999969482422,1025.0,4.0,0.0,63.0,-1.1493808049535603,56.0
2023-05-08,18.71999931335449,1025.0,4.0,0.0,63.0,-1.681471008164567,56.0
2023-05-09,20.09000015258789,1027.5,4.0,0.0,63.0,-1.681471008164567,56.0
2023-05-10,20.299999237060547,1032.5,4.0,0.0,63.0,-1.681471008164567,56.0
2023-05-11,18.3700008392334,1037.5,4.0,0.0,63.0,-1.681471008164567,56.0
2023-05-12,18.1299991607666,1050.0,4.0,0.0,63.0,-1.681471008164567,56.0
2023-05-15,18.850000381469727,1050.0,4.0,3.0,66.0,0.720945808450876,56.0
2023-05-16,18.96999931335449,1050.0,4.0,3.0,66.0,0.720945808450876,56.0
2023-05-17,19.15999984741211,1050.0,4.0,3.0,66.0,0.720945808450876,56.0
2023-05-18,18.84000015258789,1042.5,4.0,3.0,66.0,0.720945808450876,56.0
2023-05-19,18.71999931335449,1037.5,4.0,3.0,66.0,0.720945808450876,56.0
2023-05-22,19.57999992370605,1022.5,4.0,3.0,69.0,0.753137923966384,56.0
2023-05-23,19.18000030517578,1022.5,4.0,3.0,69.0,0.753137923966384,56.0
2023-05-24,19.520000457763672,1025.0,4.0,3.0,69.0,0.753137923966384,56.0
2023-05-25,19.25,1020.0,3.0,3.0,72.0,0.8917326677297024,56.0
2023-05-26,18.96999931335449,1035.0,3.0,3.0,72.0,0.8917326677297024,56.0
2023-05-30,18.68000030517578,1030.0,3.0,3.0,75.0,0.8554599012614283,56.0
2023-05-31,19.31999969482422,1025.0,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-01,18.57999992370605,1022.5,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-02,18.81999969482422,1030.0,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-05,18.049999237060547,1022.5,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-06,18.40999984741211,1006.0,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-07,18.940000534057617,1012.5,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-08,18.479999542236328,1022.5,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-09,19.36000061035156,1030.0,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-12,20.1299991607666,1022.5,3.0,3.0,75.0,0.8554599012614283,56.0
2023-06-13,22.899999618530277,1010.0,3.0,3.0,75.0,0.8554599012614283,56.0
